"","S1","S2","S3","S4","S5","S6"
"1",0.307044567673033,0.196430491345017,0.446838368829454,0.832753395442811,0.432838953407024,0.331172560925576
"2",0.284658040665434,0.188259326954091,0.430493643718012,0.841059602649007,0.43486777668952,0.316320669565931
"3",0.278496611213802,0.176755187614235,0.434621099554235,0.844875968122124,0.434517979571848,0.337901042094035
"4",0.277880468268638,0.175357488442103,0.40226184579825,0.845661690425413,0.434657898418917,0.342085829162222
"5",0.278907373177244,0.226642296527255,0.401436354631006,0.852733191155012,0.436616762277879,0.332731599245097
"6",0.281166563976176,0.276421890119342,0.398959881129272,0.843865753732181,0.432978872254093,0.305079182735702
"7",0.282398849866502,0.377486291796581,0.421165593528149,0.847345381075317,0.422414999300406,0.293263313366702
"8",0.279318135140686,0.474465111278357,0.400858510813934,0.834661578179369,0.391073177557017,0.250841060146057
"9",0.293694803861162,0.508332437372326,0.39780419349513,0.834661578179369,0.395200783545544,0.200131287437433
"10",0.331690285479565,0.536716482098699,0.402179296681526,0.815467504770457,0.48488876451658,0.132928530401247
"11",0.371739576915178,0.538114181270831,0.420917946177976,0.825120664496577,0.440954246537009,0.088701074915894
"12",0.411172725405627,0.513278142135254,0.452616807000165,0.826692109103154,0.445711487337344,0.0786904078116025
"13",0.563770794824399,0.509622621223524,0.446673270596005,0.848804579638568,0.436896599972016,0.0673668663329778
"14",0.647976997330047,0.481023545855284,0.458725441637775,0.845212706252105,0.438855463830978,0.0566177073931238
"15",0.690696241528035,0.490592409418342,0.45715700842001,0.85205971489505,0.41604869175878,0.0544022318864364
"16",0.701992195522695,0.477152994301688,0.502889219085356,0.897407116399147,0.520638029942633,0.0886190202674982
"17",0.705894434175395,0.45726265992904,0.503467062902427,0.891794814232798,0.648873653281097,0.123984573726102
"18",0.718217293078661,0.43231910547253,0.518408453029553,0.900101021438994,0.642227508045334,0.136785098875851
"19",0.722941055658246,0.423180303193205,0.50833746078917,0.902682680435515,0.64474604729257,0.229424796914745
"20",0.718217293078661,0.405117729276422,0.488360574541852,0.903356156695477,0.677696935777249,0.359481414622138
"21",0.715547340316287,0.438124932802924,0.486049199273568,0.898641822875744,0.584021267664755,0.463608763436449
"22",0.709385910864654,0.524674766154177,0.46920917946178,0.897182624312493,0.612774590737373,0.53286288668253
"23",0.706099815157117,0.544027523922159,0.489681360409444,0.904029632955438,0.648244018469288,0.565684746040863
"24",0.700143766687205,0.547252983550156,0.485306257223048,0.908519474688517,0.651112354834196,0.568802822679905
"25",0.693776956253851,0.554348994731749,0.474905068515767,0.9047031092154,0.632922904715265,0.572002953967342
"26",0.68412405011296,0.592839479625847,0.476060756149909,0.906274553821978,0.60388974394851,0.561582013621072
"27",0.674265762990347,0.642189011934201,0.492653128611524,0.90212145021888,0.60067161046593,0.555592024288176
"28",0.661942904087081,0.691000967637888,0.472015849430411,0.901223481872264,0.729956625157409,0.554032985968655
"29",0.644280139659067,0.708633480270939,0.486049199273568,0.900662251655629,0.718972995662516,0.547304504800197
"30",0.624563565413843,0.70336522954521,0.49331352154532,0.905264339432035,0.764796418077515,0.546894231558218
"31",0.609365372766482,0.715944522094399,0.520884926531286,0.902345942305534,0.762907513642088,0.549027652416509
"32",0.59581022797289,0.734329641973981,0.520554730064388,0.900662251655629,0.708409122708829,0.553212439484697
"33",0.576299034709386,0.741318137834641,0.522288261515602,0.895835671792569,0.71533510563873,0.536309181915155
"34",0.559047032244814,0.747446511127836,0.55415222057124,0.898978561005725,0.714985308521058,0.530647411175843
"35",0.557609365372767,0.756155252123428,0.564553409278521,0.887529464586373,0.724639708968798,0.512021005989989
"36",0.513452454302732,0.759918288356091,0.566369489846459,0.890784599842856,0.79061144536169,0.482071059325511
"37",0.413431916204559,0.740673045909042,0.5489516262176,0.881580424290044,0.783965300125927,0.426848280955116
"38",0.396796056685151,0.706268143210408,0.516674921578339,0.821977775283421,0.75185392472366,0.218429474029704
"39",0.463750256726227,0.663907106762714,0.497110780914644,0.823773711976653,0.634741849727158,0.165340116517601
"40",0.495789689874718,0.629394688743146,0.447498761763249,0.813896060163879,0.574646704911152,0.0925576433904981
"41",0.507085643869378,0.573164175895065,0.443041109460129,0.802446963744528,0.572058206240381,0.0852547796832691
"42",0.527623742041487,0.561337490592409,0.461201915139508,0.802671455831182,0.5527494053449,0.0914909329613522
"43",0.540151981926474,0.534458660359101,0.44659072147928,0.81793691772365,0.605079054148594,0.107901862640519
"44",0.55083179297597,0.469304375873562,0.463843486874691,0.819845100460209,0.649363369245837,0.107163370804956
"45",0.558430889299651,0.411138587248683,0.436684827472346,0.794477494668313,0.626906394291311,0.119307458767539
"46",0.56582460464161,0.377378776475648,0.42785207198283,0.7923448198451,0.666993143976494,0.10708131615656
"47",0.567467652495379,0.390065584345769,0.443371305927027,0.799191828488046,0.676297747306562,0.149913842619184
"48",0.564592318751284,0.435222019137727,0.459468383688295,0.801548995397912,0.672519938435707,0.162304094526955
"49",0.565208461696447,0.44296312224492,0.448571900280667,0.800538781007969,0.666363509164685,0.18207926479035
"50",0.559868556171699,0.502419094720998,0.459468383688295,0.797844875968122,0.61515321113754,0.1810946090096
"51",0.547340316286712,0.5357488442103,0.45641406636949,0.830396228532944,0.634392052609487,0.181997210141955
"52",0.5413842678168,0.541447156219761,0.415717351824336,0.828488045796386,0.569189869875472,0.177730368425371
"53",0.532142123639351,0.544242554564025,0.396813604094436,0.828488045796386,0.565551979851686,0.175761056863871
"54",0.521462312589854,0.53908181915923,0.389384183589236,0.83241665731283,0.541206100461732,0.22203987855912
"55",0.529061408913535,0.558004515643479,0.40597655605085,0.823549219889999,0.600811529312999,0.221383441371954
"56",0.535838981310331,0.633265240296742,0.416873039458478,0.844090245818835,0.618231425773052,0.233937802576516
"57",0.533169028547956,0.652725513385657,0.40820538220241,0.844539229992143,0.615293129984609,0.231312053827849
"58",0.526186075169439,0.705730566605741,0.394832425293049,0.837467729262543,0.571918287393312,0.238368753589891
"59",0.525775313205997,0.752284700569831,0.441059930658742,0.818834886070266,0.552819364768434,0.244604906867974
"60",0.529266789895256,0.817976561660037,0.429750701667492,0.82276349758671,0.559745347698335,0.236071223434808
"61",0.528856027931814,0.86829373185679,0.480600957569754,0.828263553709732,0.579543864558556,0.217937146139329
"62",0.51324707332101,0.887431458982905,0.500247647350173,0.828600291839713,0.586120050370785,0.254861737917453
"63",0.513657835284453,0.897645414471562,0.57751362060426,0.849029071725222,0.620959843290891,0.27381636169689
"64",0.509960977613473,0.908719492527685,0.568268119531121,0.847457627118644,0.609766335525395,0.265857060802494
"65",0.513657835284453,0.921298785076873,0.625804853888064,0.847569873161971,0.543514761438366,0.244112578977599
"66",0.499897309509139,0.930330072035265,0.60607561499092,0.836008530699293,0.5,0.245589562648724
"67",0.480180735263915,0.934845715514461,0.594271091299323,0.836794253002582,0.484748845669512,0.26142610978912
"68",0.453686588621894,0.938286205784324,0.611936602278356,0.838253451565832,0.446551000419757,0.290965783211619
"69",0.426576299034709,0.937856144500591,0.656760772659733,0.834437086092715,0.4289212256891,0.298350701567244
"70",0.423495584308893,0.934845715514461,0.632491332342744,0.830283982489617,0.531061984049252,0.273077869861328
"71",0.394536865886219,0.932587893774863,0.617715040449067,0.825232910539903,0.556737092486358,0.265282678263724
"72",0.336824810022592,0.927212127728201,0.630592702658082,0.823661465933326,0.550370784944732,0.258800361040453
"73",0.307249948654755,0.919686055262875,0.617962687799241,0.820406330676844,0.555617741709808,0.242881759251662
"74",0.303347710002054,0.900118266853027,0.543751031863959,0.805814345044337,0.56562193927522,0.21555756133585
"75",0.362292051756007,0.868508762498656,0.548291233283804,0.792120327758446,0.565971736392892,0.193156642323788
"76",0.463544875744506,0.81109558112031,0.541522205712399,0.788079470198675,0.688260808730936,0.17855091490933
"77",0.576709796672828,0.761961079453822,0.546640250949315,0.818947132113593,0.634322093185952,0.149339460080414
"78",0.624358184432122,0.727556176755188,0.552583787353475,0.799191828488046,0.686162026024906,0.123164027242143
"79",0.670774286301088,0.641113858724868,0.542182598646194,0.799191828488046,0.693018049531272,0.109296791663248
"80",0.739782296159376,0.569938716267068,0.527571404985967,0.799977550791335,0.71855323912131,0.0965783211618938
"81",0.79893201889505,0.47123965165036,0.463430741291068,0.80087551913795,0.710437945991325,0.0665463198490195
"82",0.857670979667283,0.491775077948608,0.463348192174344,0.803906162307779,0.706310340002798,0.0546483958316239
"83",0.880879030601766,0.558972153531878,0.491745088327555,0.811987877427321,0.710927661956066,0.0356117174037909
"84",0.891969603614705,0.537684119987098,0.487535083374608,0.798967336401392,0.706730096544005,0.0393041765816033
"85",0.899774080920107,0.508332437372326,0.402179296681526,0.798406106184757,0.6857422694837,0.0374989743168951
"86",0.910864653933046,0.546500376303623,0.436767376589071,0.80087551913795,0.693717643766615,0.0242061212767703
"87",0.920928322037379,0.590796688528115,0.449892686148258,0.790548883151869,0.711067580803134,0.00771313694920817
"88",0.922160607927706,0.591656811095581,0.494716856529635,0.822426759456729,0.72659857282776,0.00278985804545827
"89",0.925446703635243,0.574239329104397,0.507099224038303,0.826355370973173,0.721631453756821,0
"90",0.926884370507291,0.552091172992151,0.51056628694073,0.827926815579751,0.75780047572408,0.0218265364732912
"91",0.925857465598685,0.626491775077949,0.440151890374773,0.813559322033898,0.821533510563873,0.0685976860589152
"92",0.922571369891148,0.692183636168154,0.447911507346871,0.817600179593669,0.797747306562194,0.0900139492902273
"93",0.918258369275005,0.722502956671326,0.44510483737824,0.813671568077225,0.785574366867217,0.0865676540576023
"94",0.901006366810433,0.780346199333405,0.44287601122668,0.805477606914356,0.778998181054988,0.0882908016739148
"95",0.890531936742658,0.823352327706698,0.530955918771669,0.81052867886407,0.775710088148874,0.0888651842126856
"96",0.878003696857671,0.875819804322116,0.55192339441968,0.813334829947244,0.760388974394851,0.0893575121030606
"97",0.866707742863011,0.899795720890227,0.537229651642727,0.820518576720171,0.751434168182454,0.0830393041765816
"98",0.840418977202711,0.917213202881411,0.639673105497771,0.826243124929846,0.710927661956066,0.0830393041765816
"99",0.809817210926268,0.927857219653801,0.631170546475153,0.831406442922887,0.675178396530013,0.0819725937474358
"100",0.772848634216472,0.933125470379529,0.605497771173849,0.827926815579751,0.662305862599692,0.13563633379831
"101",0.743273772848634,0.935060746156327,0.648753508337461,0.81793691772365,0.667272981670631,0.18995651103635
"102",0.729513247073321,0.936996021933125,0.696631996037642,0.829610506229655,0.642507345739471,0.23090178058587
"103",0.724378722530294,0.937641113858725,0.674343734522041,0.835222808396004,0.646704911151532,0.264544186428161
"104",0.732388580817416,0.93946887431459,0.661961367013373,0.84240655516893,0.671470547082692,0.294083859850661
"105",0.727870199219552,0.936243414686593,0.62109955423477,0.848131103378606,0.674198964600532,0.308525477968327
"106",0.724789484493736,0.934415654230728,0.654201750041275,0.850151532158491,0.675318315377081,0.319356691556577
